source;url;ref;date;activite;secteur;naf;region;ca;ebe;effectif;prix;raison;dependance;doublon_probable;notes
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/632983/site/0;632983;Mise à jour le 11/08/2026;Rénovation tous corps d'état;Bâtiment / travaux publics / second œuvre;;Île-de-France;3200000;;20;2200000;;;oui (cf. Fusacq V89330);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/636374/site/0;636374;Mise à jour le 11/08/2026;Location de véhicules industriels et maintenance hydraulique;Automobile / 2 roues / nautisme;;;4300000;;13;0;;;oui (cf. Fusacq V89514);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/546904/site/0;546904;Mise à jour le 10/08/2026;Production et distribution de charcuteries et produits à griller;Négoce / distribution B2B;;;3200000;;12;0;;;oui (cf. Fusacq V80638);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/521231/site/0;521231;Mise à jour le 10/08/2026;Électricité et climatisation;Bâtiment / travaux publics / second œuvre;;Provence-Alpes-Côte d'Azur;3490000;;20;1800000;;;oui (cf. Fusacq V78030);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/642636/site/0;642636;Mise à jour le 10/08/2026;Menuiserie en bois;Bâtiment / travaux publics / second œuvre;;;2800000;;18;1750000;;;oui (cf. Fusacq V90446);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/642896/site/0;642896;Mise à jour le 10/08/2026;Serrurerie et menuiserie métallique;Bâtiment / travaux publics / second œuvre;;;3000000;;18;0;;;oui (cf. Fusacq V90392);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/642637/site/0;642637;Mise à jour le 10/08/2026;Secteur de la menuiserie;Bâtiment / travaux publics / second œuvre;;Bretagne;3600000;;25;0;;;oui (cf. Fusacq V90447);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656541/site/0;656541;Mise à jour le 10/08/2026;Préparation et protection de surfaces métalliques;Industrie / production / fabrication;;Provence-Alpes-Côte d'Azur;4100000;;22;0;;;oui (cf. Fusacq V91973);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/618788/site/0;618788;Mise à jour le 10/08/2026;Restaurant avec terrasse près de Dijon ;HCR / restauration / tourisme / loisirs;;;1351000;1000;12;954000;;;;"cat.: Restauration et Tourisme; via Place des Commerces"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/613039/site/0;613039;Mise à jour le 08/08/2026;Bar - Brasserie - Tabac PARIS;HCR / restauration / tourisme / loisirs;;Île-de-France;1414000;86000;12;1608000;;;;"cat.: Restauration et Tourisme; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/625815/site/0;625815;Mise à jour le 07/08/2026;Cuisine professionnelle, climatisation, pompe à chaleur et hygiène alimentaire;Bâtiment / travaux publics / second œuvre;;Centre-Val de Loire;2000000;;10;0;;;oui (cf. Fusacq V88544);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/628270/site/0;628270;Mise à jour le 07/08/2026;Entreprise Autres Production et Bâtiment;Bâtiment / travaux publics / second œuvre;;Bourgogne-Franche-Comté;3803000;100000;17;2600000;;;;"cat.: Production; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656381/site/0;656381;Mise à jour le 07/08/2026;Conseil RH et plateforme SaaS;Services informatiques / ESN / éditeur de logiciel;;Île-de-France;1100000;;12;0;;;oui (cf. Fusacq V92019);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/620114/site/0;620114;Mise à jour le 07/08/2026;Hôtel****, Restaurant, Bar, Spa, bien-être. Murs et Fonds;HCR / restauration / tourisme / loisirs;;;3370000;728000;35;3250000;;;;"cat.: Restauration et Tourisme; via Les annonces du commerce; Cession PME; Place des Commerces"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656306/site/0;656306;Mise à jour le 06/08/2026;Distribution de matériel agricole et de motoculture;Négoce / distribution B2B;;Auvergne-Rhône-Alpes;3100000;;14;0;;;oui (cf. Fusacq V92005);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656304/site/0;656304;Mise à jour le 06/08/2026;Transformation et façonnage du bois;Industrie / production / fabrication;;;3500000;;16;3086000;;;oui (cf. Fusacq V91981);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/627181/site/0;627181;Mise à jour le 06/08/2026;Restaurant asiatique de 160 m2 à Chambéry ;HCR / restauration / tourisme / loisirs;;;1000000;;10;795000;;;;"cat.: Restauration et Tourisme; via Place des Commerces"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/441755/site/0;441755;Mise à jour le 06/08/2026;Hôtel Restaurant, Bar, Licence IV;HCR / restauration / tourisme / loisirs;;;1114000;202000000;13;550000;;;;"cat.: Restauration et Tourisme; via Place des Commerces; Les annonces du commerce; Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/595198/site/0;595198;Mise à jour le 05/08/2026;Boulangerie, pâtisserie, snacking / Emplacement N°1;HCR / restauration / tourisme / loisirs;;;1660000;;19;985000;;;oui (cf. Fusacq V85250);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/641216/site/0;641216;Mise à jour le 05/08/2026;Construction et rénovation de biens haut-de-gamme;Bâtiment / travaux publics / second œuvre;;Provence-Alpes-Côte d'Azur;4500000;;15;0;;;oui (cf. Fusacq V90301);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656217/site/0;656217;Mise à jour le 05/08/2026;Agence de conseil et communication;Communication / marketing / édition / imprimerie / PLV;;;3000000;;28;0;;;;"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656216/site/0;656216;Mise à jour le 05/08/2026;Centres de kinésithérapie;Santé / pharmacie / laboratoire / cabinet médical;;Provence-Alpes-Côte d'Azur;3200000;;28;1740000;;;oui (cf. Fusacq V91992);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/627148/site/0;627148;Mise à jour le 05/08/2026;Boulangerie, pâtisserie, snacking sur un emplacement N°1, en Gironde (33);HCR / restauration / tourisme / loisirs;;;1646000;400000000;19;985000;;;;"cat.: Commerce; via Place des Commerces"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/605559/site/0;605559;Mise à jour le 04/08/2026;Distribution de matériel de motoculture;Négoce / distribution B2B;;Nouvelle-Aquitaine;3500000;;15;1720000;;;;"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/512527/site/0;512527;Mise à jour le 04/08/2026;Carrosserie automobile VL;Automobile / 2 roues / nautisme;;Île-de-France;1500000;;10;0;;;oui (cf. Fusacq V76329);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/538535/site/0;538535;Mise à jour le 04/08/2026;Bar - Brasserie - Tabac Indre et Loire;HCR / restauration / tourisme / loisirs;;;1407000;;11;1550000;;;;"cat.: Restauration et Tourisme; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/646743/site/0;646743;Mise à jour le 04/08/2026;Menuiserie et agencement;Bâtiment / travaux publics / second œuvre;;;1250000;;11;1170000;;;;"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656058/site/0;656058;Mise à jour le 04/08/2026;Groupe de boulangeries - pâtisseries artisanales avec 3 sites;HCR / restauration / tourisme / loisirs;;;2300000;;28;1300000;;;oui (cf. Fusacq V91952);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656057/site/0;656057;Mise à jour le 04/08/2026;Fabrication des ouvrages en acier sur-mesure;Industrie / production / fabrication;;;3800000;;17;1200000;;;oui (cf. Fusacq V91957);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656055/site/0;656055;Mise à jour le 04/08/2026;Essais de performance des pneumatiques et solutions d'équipements associées;Bureau d'études / ingénierie / diagnostics;;;2900000;;18;0;;;oui (cf. Fusacq V91962);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/608591/site/0;608591;Mise à jour le 03/08/2026;Plomberie, chauffage et climatisation;Bâtiment / travaux publics / second œuvre;;;1850000;;10;1908000;;;oui (cf. Fusacq V86600);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/612428/site/0;612428;Mise à jour le 03/08/2026;Couverture et charpente;Bâtiment / travaux publics / second œuvre;;;2600000;;20;1100000;;;oui (cf. Fusacq V87032);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/479603/site/0;479603;Mise à jour le 03/08/2026;Traiteur haut de gamme pour mariages et réceptions;HCR / restauration / tourisme / loisirs;;Île-de-France;1800000;;10;0;;;oui (cf. Fusacq V73815);"cat.: Restauration et Tourisme; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/605566/site/0;605566;Mise à jour le 03/08/2026;Solutions de mesure et d'acquisition haute précision;Autres / non classé;;;2535000;;13;1400000;;;;"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/542862/site/0;542862;Mise à jour le 03/08/2026;Métiers du bois, couverture, terrassement, maçonnerie et aménagement;Bâtiment / travaux publics / second œuvre;;Nouvelle-Aquitaine;1650000;;13;939000;;;oui (cf. Fusacq V80299);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/471381/site/0;471381;Mise à jour le 03/08/2026;Usinage, fraisage et tournage;Industrie / production / fabrication;;;1200000;;10;1000000;;;oui (cf. Fusacq V72777);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/532261/site/0;532261;Mise à jour le 03/08/2026;Électricité, équipement industriel et mécanique générale;Bâtiment / travaux publics / second œuvre;;Nouvelle-Aquitaine;5000000;;30;2203000;;;;"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/593878/site/0;593878;Mise à jour le 03/08/2026;Acteur digital leader dans l'hospitality;Services informatiques / ESN / éditeur de logiciel;;;1000000;;15;0;;;oui (cf. Fusacq V84588);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/599114/site/0;599114;Mise à jour le 03/08/2026;Climatisation et froid industriel;Bâtiment / travaux publics / second œuvre;;Auvergne-Rhône-Alpes;2500000;;11;1688000;;;oui (cf. Fusacq V85642);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/635064/site/0;635064;Mise à jour le 03/08/2026;Hôtellerie 2* Restauration gastronomique / Traiteur;HCR / restauration / tourisme / loisirs;;;1700000;;13;1250000;;;oui (cf. Fusacq V89598);"cat.: Restauration et Tourisme; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/650104/site/0;650104;Mise à jour le 03/08/2026;Métallerie, fabrication et pose d'habillage architectural de façade et de décoration intérieure;Bâtiment / travaux publics / second œuvre;;;2500000;;10;0;;;oui (cf. Fusacq V91332);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/641217/site/0;641217;Mise à jour le 03/08/2026;Éditeur de logiciels de niche : dématérialisation des appels d'offres;Services informatiques / ESN / éditeur de logiciel;;Provence-Alpes-Côte d'Azur;2300000;;27;0;;;oui (cf. Fusacq V90302);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656161/site/0;656161;Mise à jour le 03/08/2026;Activité de maçonnerie Qualibat / RGE;Bâtiment / travaux publics / second œuvre;;;1600000;;12;450000;;;oui (cf. Fusacq V92001);"cat.: Production; via Transmibat"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656050/site/0;656050;Mise à jour le 03/08/2026;Nettoyage des sols et certaines surfaces vitrées;Propreté / nettoyage / multiservices;;Provence-Alpes-Côte d'Azur;1000000;;20;290000;;;oui (cf. Fusacq V91941);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/651285/site/0;651285;Mise à jour le 02/08/2026;Hôtel - Hôtel restaurant Valenciennes;HCR / restauration / tourisme / loisirs;;;1700000;150000;15;1250000;;;;"cat.: Restauration et Tourisme; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/467447/site/0;467447;Mise à jour le 01/08/2026;Hôtel - Hôtel restaurant MORZINE;HCR / restauration / tourisme / loisirs;;;3101000;1276000;17;18000000;;;;"cat.: Restauration et Tourisme; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/642078/site/0;642078;Mise à jour le 01/08/2026;Restaurant PARIS;HCR / restauration / tourisme / loisirs;;Île-de-France;1320000;;10;1750000;;;;"cat.: Restauration et Tourisme; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/641951/site/0;641951;Mise à jour le 01/08/2026;Travail des métaux, construction mécanique, vente et réparation de matériel agricole;Négoce / distribution B2B;;Bourgogne-Franche-Comté;3800000;;17;2600000;;;oui (cf. Fusacq V89383);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/579352/site/0;579352;Mise à jour le 31/07/2026;Fabricant de kit de maison en bois massif de qualité;Industrie / production / fabrication;;;1200000;;10;2500000;;;oui (cf. Fusacq V82977);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/634964/site/0;634964;Mise à jour le 31/07/2026;Restaurant LYON;HCR / restauration / tourisme / loisirs;;;2200000;;26;2950000;;;;"cat.: Restauration et Tourisme; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/655785/site/0;655785;Mise à jour le 31/07/2026;Peinture, revêtements de sols, ravalement et isolation thermique par l'extérieur;Bureau d'études / ingénierie / diagnostics;;;4000000;;35;0;;;oui (cf. Fusacq V91922);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/655790/site/0;655790;Mise à jour le 31/07/2026;Serrurerie, métallerie et menuiserie extérieure;Bâtiment / travaux publics / second œuvre;;Île-de-France;3100000;;18;0;;;oui (cf. Fusacq V91927);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/655933/site/0;655933;Mise à jour le 31/07/2026;Officine de proximité dans un quartier résidentiel, en Gironde (33);Santé / pharmacie / laboratoire / cabinet médical;;;3397000;125000000;10;3000000;;;;"cat.: Services; via Place des Commerces"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/542404/site/0;542404;Mise à jour le 30/07/2026;Bar - Brasserie - Tabac Seine et Marne;HCR / restauration / tourisme / loisirs;;Île-de-France;1755000;;13;1501000;;;;"cat.: Restauration et Tourisme; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/461140/site/0;461140;Mise à jour le 30/07/2026;Vente, réparation de moto et accessoires;Automobile / 2 roues / nautisme;;Grand Est;2045000;;10;0;;;oui (cf. Fusacq V71978);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/468280/site/0;468280;Mise à jour le 30/07/2026;Restaurant Val de Marne;HCR / restauration / tourisme / loisirs;;Île-de-France;1238000;;10;804000;;;;"cat.: Restauration et Tourisme; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/591708/site/0;591708;Mise à jour le 30/07/2026;Bar - Brasserie - Tabac Val de Marne;HCR / restauration / tourisme / loisirs;;Île-de-France;2050000;;12;4073000;;;;"cat.: Restauration et Tourisme; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/628560/site/0;628560;Mise à jour le 30/07/2026;Transport poids lourds;Transport & logistique (commissionnaire, affrètement);;;2700000;;22;1619000;;;oui (cf. Fusacq V86734);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/631601/site/0;631601;Mise à jour le 30/07/2026;Bar - Brasserie - Tabac Seine et Marne;HCR / restauration / tourisme / loisirs;;Île-de-France;2655000;;27;2250000;;;;"cat.: Restauration et Tourisme; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/655853/site/0;655853;Mise à jour le 30/07/2026;Bar - Brasserie - Tabac Paris;HCR / restauration / tourisme / loisirs;;Île-de-France;1860000;;14;3216000;;;;"cat.: Restauration et Tourisme; via Cession PME"
