source;url;ref;date;activite;secteur;naf;region;ca;ebe;effectif;prix;raison;dependance;doublon_probable;notes
Fusacq;https://www.fusacq.com/vente-entreprise-cabinet-de-conseil-en-recrutement-bilans-professionnels-et-organisation-yvelines,92261_fr_;V92261;;Cabinet de conseil en recrutement, bilans professionnels et organisation;Recrutement / intérim / RH / paie;;Île-de-France;1000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-cabinet-de-daf-a-temps-partage-paris,92207_fr_;V92207;;Cabinet de DAF à temps partagé;Conseil / expertise / services administratifs aux entreprises (BPO);;Île-de-France;1000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-transport-sanitaire-ambulance-vsl-taxi-eure-et-loir,92181_fr_;V92181;;Transport sanitaire - Ambulance / VSL / taxi;Transport & logistique (commissionnaire, affrètement);;Centre-Val de Loire;1000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-transport-sanitaire-conventionne-gironde,92162_fr_;V92162;;Transport sanitaire conventionné;Transport & logistique (commissionnaire, affrètement);;Nouvelle-Aquitaine;1000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-nettoyage-des-sols-et-certaines-surfaces-vitrees-alpes-maritimes,91941_fr_;V91941;;Nettoyage des sols et certaines surfaces vitrées;Propreté / nettoyage / multiservices;;Provence-Alpes-Côte d'Azur;1000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-agent-commercial-exclusif-distribution-d-articles-de-sport-et-de-loisirs-poitou-charentes,91777_fr_;V91777;;Agent commercial exclusif - Distribution d'articles de sport et de loisirs;Négoce / distribution B2B;;Nouvelle-Aquitaine;1000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-services-a-la-personne-et-aux-entreprises-loire-atlantique,88409_fr_;V88409;23/07/2026;Services à la personne et aux entreprises;Services à la personne / santé à domicile;;;1000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-acteur-digital-leader-dans-l-hospitality-sud-est,84588_fr_;V84588;03/08/2026;Acteur digital leader dans l'hospitality;Services informatiques / ESN / éditeur de logiciel;;;1000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/587134/site/0;587134;Mise à jour il y a 5 jours;Entreprise Transport - Logistique Pyrénées Orientales;Transport & logistique (commissionnaire, affrètement);;;1815000;175000;13;715000;;;;"cat.: Services; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/589820/site/0;589820;Mise à jour il y a 5 jours;Entreprise Transport - Logistique;Transport & logistique (commissionnaire, affrètement);;Occitanie;2150000;;30;935000;;;;"cat.: Services; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/520472/site/0;520472;Mise à jour il y a 5 jours;Livraison et transport aux entreprises;Transport & logistique (commissionnaire, affrètement);;Nouvelle-Aquitaine;1450000;;20;700000;;;oui (cf. Fusacq V77996);"cat.: Services; via Cession PME; Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/626864/site/0;626864;Mise à jour le 04/09/2026;Entreprise Transport - Logistique Rhône;Transport & logistique (commissionnaire, affrètement);;;1500000;;10;810000;;;;"cat.: Services; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/590154/site/0;590154;Mise à jour le 04/09/2026;Société de transport avec 15 ans d'expérience - Sud de France - Occitanie;Transport & logistique (commissionnaire, affrètement);;;2150000;;30;935000;;;;"cat.: Services; via Place des Commerces"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/590130/site/0;590130;Mise à jour le 04/09/2026;Transport en benne, 40 ans d'expérience - Occitanie, en Languedoc-Roussillon;Transport & logistique (commissionnaire, affrètement);;Occitanie;1810000;175000000;13;715000;;;;"cat.: Services; via Place des Commerces"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/646566/site/0;646566;Mise à jour le 03/09/2026;Conception, fabrication et distribution de robots;Négoce / distribution B2B;;Bourgogne-Franche-Comté;2500000;;14;0;;;oui (cf. Fusacq V90932);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/556893/site/0;556893;Mise à jour le 02/09/2026;Transport et location de camions avec chauffeurs;Transport & logistique (commissionnaire, affrètement);;Île-de-France;3500000;;40;2110000;;;oui (cf. Fusacq V81674);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/641717/site/0;641717;Mise à jour le 01/09/2026;Groupe spécialisé dans l'impression OFFSET et numérique;Services informatiques / ESN / éditeur de logiciel;;Provence-Alpes-Côte d'Azur;3100000;;13;0;;;oui (cf. Fusacq V90328);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/605697/site/0;605697;Mise à jour le 31/08/2026;Agence de communication et marketing digital local;Services informatiques / ESN / éditeur de logiciel;;;1400000;;20;0;;;oui (cf. Fusacq V86151);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/608196/site/0;608196;Mise à jour le 31/08/2026;Assistance technique / Bureau d'études industrielles et mécaniques;Bureau d'études / ingénierie / diagnostics;;Auvergne-Rhône-Alpes;1500000;;18;0;;;oui (cf. Fusacq V86576);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/615025/site/0;615025;Mise à jour le 31/08/2026;Vente et réparation de matériel de motoculture;Négoce / distribution B2B;;;2500000;;10;0;;;oui (cf. Fusacq V87372);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/623702/site/0;623702;Mise à jour le 31/08/2026;Transport frigorifique et transport industriel;Transport & logistique (commissionnaire, affrètement);;Nouvelle-Aquitaine;2600000;;18;0;;;oui (cf. Fusacq V88389);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/658124/site/0;658124;Mise à jour le 31/08/2026;Cabinet de DAF à temps partagé;Conseil / expertise / services administratifs aux entreprises (BPO);;Île-de-France;1000000;;10;0;;;oui (cf. Fusacq V92207);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/657288/site/0;657288;Mise à jour le 31/08/2026;Groupe de 6 micro-crèches;Services à la personne / santé à domicile;;;1400000;110000;43;450000;;;oui (cf. Fusacq V92220);"cat.: Services; via Cession PME; Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/657887/site/0;657887;Mise à jour le 28/08/2026;Agence de conseil en communication;Communication / marketing / édition / imprimerie / PLV;;;3000000;;28;0;;;oui (cf. Fusacq V91843);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/657885/site/0;657885;Mise à jour le 28/08/2026;Plateforme commerciale digitale;Services informatiques / ESN / éditeur de logiciel;;;1200000;;19;0;;;oui (cf. Fusacq V92215);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/605734/site/0;605734;Mise à jour le 27/08/2026;Assistance technique et recrutement;Recrutement / intérim / RH / paie;;Île-de-France;2260000;;19;0;;;oui (cf. Fusacq V86313);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/569615/site/0;569615;Mise à jour le 26/08/2026;Éditeur d'un logiciel de gestion de point de vente et d'encaissement ERP POS;Services informatiques / ESN / éditeur de logiciel;;;1500000;;10;0;;;oui (cf. Fusacq V82594);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/513351/site/0;513351;Mise à jour le 26/08/2026;Traiteur évènementiel;Communication / marketing / édition / imprimerie / PLV;;;1825000;;15;500000;;;oui (cf. Fusacq V77577);"cat.: Restauration et Tourisme; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/594993/site/0;594993;Mise à jour le 26/08/2026;Menuiserie métallique : Fabrication et négoce;Négoce / distribution B2B;;Nouvelle-Aquitaine;2000000;;10;0;;;oui (cf. Fusacq V85268);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/635586/site/0;635586;Mise à jour le 26/08/2026;Transport routier de marchandises et prestations logistiques associées;Transport & logistique (commissionnaire, affrètement);;;1300000;;10;490000;;;oui (cf. Fusacq V89507);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/657545/site/0;657545;Mise à jour le 26/08/2026;Fonds de commerce Publicité NIMES;Communication / marketing / édition / imprimerie / PLV;;;1536000;;17;643200;;;;"cat.: Services; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/559576/site/0;559576;Mise à jour le 25/08/2026;Traiteur événementiel;Communication / marketing / édition / imprimerie / PLV;;Provence-Alpes-Côte d'Azur;2600000;;17;2332000;;;oui (cf. Fusacq V81869);"cat.: Restauration et Tourisme; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/593087/site/0;593087;Mise à jour le 25/08/2026;Golf, restaurant et événementiel;Communication / marketing / édition / imprimerie / PLV;;Provence-Alpes-Côte d'Azur;3200000;;30;8400000;;;oui (cf. Fusacq V84445);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/657383/site/0;657383;Mise à jour le 25/08/2026;Agence de design et fabrication de supports de communication;Communication / marketing / édition / imprimerie / PLV;;Nouvelle-Aquitaine;4000000;;10;0;;;;"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/613893/site/0;613893;Mise à jour le 24/08/2026;Négoce de produits sidérurgiques, outillages et quincaillerie;Négoce / distribution B2B;;;3000000;;13;0;;;oui (cf. Fusacq V87206);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/623446/site/0;623446;Mise à jour le 24/08/2026;Ingénierie, études techniques et logistique de chantiers BTP;Transport & logistique (commissionnaire, affrètement);;Île-de-France;3000000;;50;0;;;;"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/634867/site/0;634867;Mise à jour le 24/08/2026;Négoce et édition réglementaire en ligne;Communication / marketing / édition / imprimerie / PLV;;;3000000;;40;0;;;oui (cf. Fusacq V89575);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/644448/site/0;644448;Mise à jour le 24/08/2026;Négoce de meubles sous enseigne;Négoce / distribution B2B;;Nouvelle-Aquitaine;4000000;;20;0;;;oui (cf. Fusacq V90670);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/647379/site/0;647379;Mise à jour le 24/08/2026;Nettoyage et entretien;Propreté / nettoyage / multiservices;;;1500000;;35;0;;;oui (cf. Fusacq V91032);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/605537/site/0;605537;Mise à jour le 21/08/2026;Bureau d'études techniques et équipements industriels;Bureau d'études / ingénierie / diagnostics;;;3300000;;17;3570000;;;oui (cf. Fusacq V85658);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/592753/site/0;592753;Mise à jour le 21/08/2026;Transport - citernes pulvérisantes, messagerie, lots complets, affrètement et logistique;Transport & logistique (commissionnaire, affrètement);;Hauts-de-France;4500000;;31;0;;;oui (cf. Fusacq V84468);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/644666/site/0;644666;Mise à jour le 21/08/2026;Nettoyage - sud de France, en Languedoc-Roussillon;Propreté / nettoyage / multiservices;;Occitanie;1500000;315000000;40;1026000;;;;"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/642633/site/0;642633;Mise à jour le 20/08/2026;Agence de maintien à domicile;Services à la personne / santé à domicile;;;1200000;;38;510000;;;oui (cf. Fusacq V90431);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/566814/site/0;566814;Mise à jour le 19/08/2026;Distributeur d'articles pour l'art de la table et d'instruments de cuisines;Négoce / distribution B2B;;;4900000;;22;0;;;oui (cf. Fusacq V82490);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/632312/site/0;632312;Mise à jour le 17/08/2026;Distribution automatique et snacking;Négoce / distribution B2B;;Provence-Alpes-Côte d'Azur;3000000;;18;1700000;;;oui (cf. Fusacq V89276);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/512541/site/0;512541;Mise à jour le 16/08/2026;Transport poids lourds;Transport & logistique (commissionnaire, affrètement);;;3250000;;19;2500000;;;oui (cf. Fusacq V76393);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656838/site/0;656838;Mise à jour le 14/08/2026;Recyclage de palettes et emballages industriels en bois;Négoce / distribution B2B;;;1400000;;10;0;;;;"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/471519/site/0;471519;Mise à jour le 12/08/2026;Carrières d'extraction de pierre, taille de pierre : négoce et pose;Négoce / distribution B2B;;Occitanie;4900000;;49;11000000;;;oui (cf. Fusacq V72946);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/546904/site/0;546904;Mise à jour le 10/08/2026;Production et distribution de charcuteries et produits à griller;Négoce / distribution B2B;;;3200000;;12;0;;;oui (cf. Fusacq V80638);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656381/site/0;656381;Mise à jour le 07/08/2026;Conseil RH et plateforme SaaS;Services informatiques / ESN / éditeur de logiciel;;Île-de-France;1100000;;12;0;;;oui (cf. Fusacq V92019);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656306/site/0;656306;Mise à jour le 06/08/2026;Distribution de matériel agricole et de motoculture;Négoce / distribution B2B;;Auvergne-Rhône-Alpes;3100000;;14;0;;;oui (cf. Fusacq V92005);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656217/site/0;656217;Mise à jour le 05/08/2026;Agence de conseil et communication;Communication / marketing / édition / imprimerie / PLV;;;3000000;;28;0;;;;"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/605559/site/0;605559;Mise à jour le 04/08/2026;Distribution de matériel de motoculture;Négoce / distribution B2B;;Nouvelle-Aquitaine;3500000;;15;1720000;;;;"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656055/site/0;656055;Mise à jour le 04/08/2026;Essais de performance des pneumatiques et solutions d'équipements associées;Bureau d'études / ingénierie / diagnostics;;;2900000;;18;0;;;oui (cf. Fusacq V91962);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/593878/site/0;593878;Mise à jour le 03/08/2026;Acteur digital leader dans l'hospitality;Services informatiques / ESN / éditeur de logiciel;;;1000000;;15;0;;;oui (cf. Fusacq V84588);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/641217/site/0;641217;Mise à jour le 03/08/2026;Éditeur de logiciels de niche : dématérialisation des appels d'offres;Services informatiques / ESN / éditeur de logiciel;;Provence-Alpes-Côte d'Azur;2300000;;27;0;;;oui (cf. Fusacq V90302);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656050/site/0;656050;Mise à jour le 03/08/2026;Nettoyage des sols et certaines surfaces vitrées;Propreté / nettoyage / multiservices;;Provence-Alpes-Côte d'Azur;1000000;;20;290000;;;oui (cf. Fusacq V91941);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/641951/site/0;641951;Mise à jour le 01/08/2026;Travail des métaux, construction mécanique, vente et réparation de matériel agricole;Négoce / distribution B2B;;Bourgogne-Franche-Comté;3800000;;17;2600000;;;oui (cf. Fusacq V89383);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/655785/site/0;655785;Mise à jour le 31/07/2026;Peinture, revêtements de sols, ravalement et isolation thermique par l'extérieur;Bureau d'études / ingénierie / diagnostics;;;4000000;;35;0;;;oui (cf. Fusacq V91922);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/628560/site/0;628560;Mise à jour le 30/07/2026;Transport poids lourds;Transport & logistique (commissionnaire, affrètement);;;2700000;;22;1619000;;;oui (cf. Fusacq V86734);"cat.: Services; via Fusacq"
